DATA	C1	C2	C3	C4	C5	C6	C7	C8
R1336	470.01	20	2440.21	9923.44	40	120	240	410.01
R1337	550.01	0	2530.22	9723.31	40	140	320	340
R1338	530.01	20	2350.19	9793.35	10	160	240	410.01
R1339	510.01	30	2070.15	9363.06	30	130	260	290
R1340	560.01	20	2280.18	11254.43	50	230	360	380.01
R1341	690.02	40	2460.21	10213.64	20	200	170	400.01
R1342	590.01	30	2330.19	10163.61	30	170	240	340
R1343	500.01	0	2190.17	9983.48	10	170	250	350
R1344	630.01	30	2710.26	10273.69	20	160	240	300
R1345	570.01	60	2320.19	10343.74	10	180	210	390.01
R1346	600.01	20	2210.17	10463.83	40	150	330	470.01
R1347	500.01	30	2560.23	9913.43	20	90	200	460.01
R1348	530.01	30	2540.22	10073.55	10	140	200	380.01
R1349	580.01	60	2480.21	10904.15	60	150	200	310
R1350	410.01	40	2620.24	10213.64	30	100	280	400.01
R1351	540.01	0	2240.18	10253.67	40	100	230	380.01
R1352	560.01	50	2640.24	9983.48	10	160	200	340
R1353	590.01	30	2240.18	10263.68	20	150	320	280
R1354	450.01	50	2080.15	10704	20	150	220	470.01
R1355	620.01	30	2270.18	10834.1	10	160	230	440.01
R1356	560.01	20	2500.22	10163.61	20	110	220	360
R1357	560.01	10	2500.22	10633.95	10	180	290	380.01
R1358	530.01	0	2260.18	10493.85	10	160	220	360
R1359	520.01	30	2160.16	10183.62	10	150	150	360
R1360	590.01	50	2430.21	10243.67	0	160	300	320
R1361	450.01	30	2310.19	10193.63	20	120	250	370.01
R1362	580.01	30	2330.19	10834.1	0	160	260	350
R1363	730.02	20	2400.2	10403.78	20	160	420.01	290
R1364	520.01	30	2460.21	10754.04	10	90	200	210
R1365	520.01	50	2520.22	10834.1	20	180	270	320
R1366	530.01	20	2610.24	11134.33	20	170	390.01	310
R1367	550.01	20	2370.2	10653.97	30	180	310	460.01
R1368	470.01	30	2330.19	10193.63	50	120	140	420.01
R1369	590.01	40	2670.25	9453.12	60	170	260	370.01
R1370	490.01	30	2550.23	10844.11	50	150	260	250
R1371	590.01	40	2470.21	10413.79	40	130	290	320
R1372	600.01	40	2730.26	10253.67	20	200	230	360
R1373	560.01	10	2170.16	9813.37	40	170	190	300
R1374	490.01	40	2370.2	10543.89	20	60	260	390.01
R1375	440.01	20	2370.2	10643.96	10	160	300	430.01
R1376	590.01	40	2490.22	10593.92	20	190	350	410.01
R1377	540.01	20	2540.22	10764.05	20	100	200	350
R1378	560.01	50	2600.24	9973.48	10	190	200	350
R1379	590.01	20	2320.19	10403.78	20	180	310	520.01
R1380	520.01	10	2530.22	9603.22	10	150	290	330
R1381	690.02	20	2320.19	10323.72	10	180	250	340
R1382	610.01	20	2660.25	9853.39	40	100	200	400.01
R1383	600.01	50	2500.22	10013.5	50	140	260	440.01
R1384	510.01	40	2370.2	9393.08	60	110	350	410.01
R1385	520.01	20	2140.16	10003.5	0	200	180	290
R1386	730.02	30	2320.19	9863.4	20	150	310	310
R1387	570.01	20	2680.25	10303.71	70	160	240	320
R1388	500.01	10	2540.22	10473.83	30	180	230	380.01
R1389	720.02	10	2730.26	10774.06	70	140	200	330
R1390	470.01	40	2550.23	10363.75	50	120	210	500.01
R1391	560.01	60	2650.25	9893.42	0	170	200	280
R1392	690.02	10	2450.21	10403.78	20	210	240	360
R1393	580.01	0	2470.21	9973.48	10	60	380.01	300
R1394	510.01	20	2440.21	9813.37	30	160	260	350
R1395	570.01	10	2360.19	9563.2	40	110	320	250
R1396	540.01	20	2310.19	9943.46	20	220	250	400.01
R1397	660.02	10	2550.23	10173.62	40	140	190	470.01
R1398	570.01	60	2250.18	10323.72	20	260	290	400.01
R1399	690.02	40	2120.16	10023.51	20	180	300	460.01
R1400	610.01	40	2530.22	10013.5	30	170	260	450.01
R1401	520.01	20	2480.21	9753.32	40	170	260	360
R1402	480.01	60	2450.21	10423.8	10	120	260	360
R1403	590.01	0	2560.23	9843.39	0	100	160	280
R1404	540.01	40	2650.25	9733.31	40	180	230	330
R1405	520.01	20	2490.22	10293.7	10	190	180	410.01
R1406	480.01	30	2510.22	10223.65	10	150	150	420.01
R1407	520.01	40	2310.19	10063.54	0	170	290	260
R1408	530.01	10	2330.19	9793.35	20	170	240	420.01
R1409	540.01	10	2410.2	10413.79	20	150	220	490.01
R1410	530.01	20	2520.22	9703.29	60	120	250	490.01
R1411	620.01	40	2380.2	10383.77	20	190	260	420.01
R1412	620.01	60	2500.22	10323.72	40	160	380.01	290
R1413	500.01	0	2690.25	10463.83	10	90	270	420.01
R1414	580.01	50	2270.18	9653.26	40	200	240	240
R1415	590.01	0	2560.23	9132.91	10	120	230	420.01
R1416	600.01	40	2400.2	9743.32	30	170	280	390.01
R1417	550.01	20	2440.21	9913.43	10	70	260	350
R1418	630.01	50	2600.24	10053.53	20	160	230	340
R1419	550.01	10	2410.2	10353.75	10	180	230	410.01
R1420	360	70	2210.17	10363.75	20	130	210	360
R1421	620.01	20	2560.23	9573.2	20	60	260	340
R1422	660.02	30	2480.21	10724.02	20	220	280	250
R1423	620.01	40	2460.21	10223.65	10	160	180	390.01
R1424	600.01	30	2580.23	9603.22	20	160	290	240
R1425	570.01	30	2220.17	10033.52	40	160	110	330
R1426	440.01	60	2640.24	10363.75	40	130	300	300
R1427	580.01	20	2510.22	10443.81	30	80	320	470.01
R1428	500.01	20	2250.18	10353.75	0	90	230	340
R1429	700.02	10	2760.27	9903.43	50	140	290	380.01
R1430	670.02	20	2490.22	9743.32	0	210	230	350
R1431	640.01	40	2300.18	9523.17	40	140	250	300
R1432	420.01	80	2370.2	10393.78	30	150	310	430.01
R1433	580.01	30	2640.24	10183.62	0	180	170	300
R1434	470.01	40	2380.2	9653.26	10	200	220	510.01
R1435	620.01	0	2690.25	9963.47	40	130	250	400.01
R1436	480.01	30	2710.26	9483.14	30	100	180	310
R1437	510.01	20	2300.18	10253.67	20	130	220	430.01
R1438	490.01	30	2310.19	9763.33	0	200	170	380.01
R1439	540.01	30	2740.26	10423.8	20	190	180	380.01
R1440	470.01	10	2620.24	9252.99	40	110	300	410.01
R1441	580.01	20	2320.19	9913.43	0	90	270	360
R1442	470.01	30	2420.2	9543.18	10	170	270	360
R1443	570.01	20	2240.18	9563.2	30	150	310	240
R1444	580.01	10	2420.2	10153.6	20	110	310	490.01
R1445	470.01	40	2320.19	10503.85	0	130	260	300
R1446	510.01	20	2310.19	9943.46	0	140	330	400.01
R1447	460.01	30	2460.21	9963.47	50	190	250	270
R1448	500.01	50	2570.23	9923.44	20	110	180	290
R1449	520.01	30	2390.2	10864.12	20	140	260	400.01
R1450	360	0	2490.22	9503.16	30	160	310	420.01
R1451	600.01	30	2580.23	9403.09	30	140	200	330
R1452	420.01	20	2640.24	9733.31	50	220	250	390.01
R1453	630.01	20	2250.18	9873.41	30	140	290	350
R1454	560.01	10	2820.28	9403.09	10	140	270	370.01
R1455	630.01	0	2260.18	9773.34	30	120	290	400.01
R1456	560.01	20	2060.15	9603.22	30	180	320	400.01
R1457	390.01	30	2160.16	9653.26	40	200	350	380.01
R1458	440.01	10	2470.21	9943.46	10	80	190	300
R1459	600.01	80	2710.26	9823.37	10	160	360	250
R1460	490.01	0	2550.23	9373.07	30	200	280	370.01
R1461	540.01	70	2390.2	10073.55	0	180	230	340
R1462	580.01	20	2240.18	9963.47	30	130	310	340
R1463	460.01	10	2640.24	9903.43	20	140	280	410.01
R1464	540.01	20	2480.21	9953.46	40	190	310	320
R1465	570.01	20	2560.23	9633.24	20	90	250	320
R1466	570.01	60	2120.16	9583.21	40	130	200	420.01
R1467	570.01	0	2380.2	9633.24	30	100	290	310
R1468	530.01	0	2280.18	9963.47	30	220	320	420.01
R1469	600.01	20	2360.19	9202.96	20	160	340	280
R1470	610.01	30	2380.2	9783.34	40	90	170	450.01
R1471	400.01	20	2710.26	9893.42	60	190	230	320
R1472	660.02	40	2600.24	9863.4	20	130	170	360
R1473	630.01	30	2760.27	10343.74	60	130	250	390.01
R1474	530.01	80	2730.26	9783.34	30	210	240	360
R1475	640.01	20	2750.26	9993.49	20	140	190	440.01
R1476	620.01	60	2440.21	10263.68	40	210	180	260
R1477	530.01	40	2480.21	9593.22	20	170	290	310
R1478	560.01	60	2490.22	10333.73	10	200	180	340
R1479	670.02	30	2410.2	10213.64	40	170	300	300
R1480	540.01	60	2460.21	10563.9	30	100	300	380.01
R1481	440.01	30	2630.24	10784.06	10	150	220	360
R1482	460.01	20	2360.19	10153.6	30	100	330	300
R1483	710.02	10	2710.26	9693.28	10	230	130	300
R1484	460.01	40	2780.27	10163.61	10	160	250	330
R1485	630.01	20	2330.19	9733.31	40	110	340	410.01
R1486	590.01	0	2360.19	10053.53	0	150	280	340
R1487	630.01	20	2510.22	9903.43	20	150	310	410.01
R1488	580.01	50	2490.22	10183.62	40	180	310	360
R1489	640.01	20	2820.28	10083.55	0	190	240	370.01
R1490	450.01	10	2540.22	10363.75	30	100	170	460.01
R1491	630.01	50	2450.21	9793.35	10	130	280	400.01
R1492	660.02	20	2460.21	10223.65	30	230	200	410.01
R1493	560.01	10	2350.19	10704	0	140	300	250
R1494	480.01	30	2590.23	10203.64	40	160	300	440.01
R1495	540.01	40	2480.21	9813.37	10	150	230	310
R1496	480.01	20	2470.21	9923.44	0	160	180	410.01
R1497	730.02	20	3000.31	10053.53	10	180	260	400.01
R1498	590.01	50	2800.27	9933.45	10	180	320	240
R1499	690.02	30	2510.22	9643.25	30	130	320	380.01
R1500	650.01	60	2480.21	9633.24	40	130	140	320
R1501	470.01	70	2500.22	10213.64	20	160	180	340
R1502	580.01	40	2560.23	9873.41	40	140	200	450.01
R1503	700.02	40	2290.18	10313.72	10	80	200	490.01
R1504	520.01	40	2560.23	9873.41	50	90	260	340
R1505	420.01	50	2250.18	10193.63	10	90	290	350
R1506	500.01	40	2370.2	9933.45	0	110	230	480.01
R1507	660.02	20	2210.17	9493.15	0	200	310	400.01
R1508	700.02	20	2480.21	9623.24	40	150	220	350
R1509	400.01	40	2120.16	9863.4	30	140	270	220
R1510	610.01	60	2430.21	9252.99	20	220	270	300
R1511	560.01	10	2360.19	10003.5	30	180	250	300
R1512	580.01	80	2620.24	10033.52	40	220	190	410.01
R1513	730.02	40	2410.2	9763.33	50	160	310	350
R1514	660.02	40	2460.21	10563.9	30	100	310	310
R1515	370	40	2580.23	9633.24	40	100	280	370.01
R1516	590.01	0	2570.23	9883.41	40	130	350	350
R1517	550.01	10	2390.2	9913.43	0	190	190	340
R1518	490.01	40	2410.2	10163.61	0	190	140	300
R1519	540.01	20	2530.22	10223.65	40	240	220	480.01
R1520	530.01	20	2690.25	10463.83	50	140	160	350
R1521	610.01	40	2350.19	9743.32	30	250	340	350
R1522	610.01	20	2430.21	9633.24	50	200	300	400.01
R1523	440.01	20	2550.23	9883.41	40	160	270	380.01
R1524	590.01	20	2630.24	9523.17	10	90	190	350
R1525	590.01	40	2310.19	9713.3	20	180	180	380.01
R1526	510.01	20	2720.26	10163.61	0	130	190	410.01
R1527	360	20	2530.22	9543.18	10	170	210	450.01
R1528	580.01	10	2470.21	9733.31	50	220	300	390.01
R1529	490.01	40	2650.25	10403.78	20	140	240	410.01
R1530	660.02	30	2380.2	10013.5	60	130	220	340
R1531	590.01	20	2390.2	10263.68	30	170	290	430.01
R1532	560.01	60	2390.2	9603.22	10	160	220	270
R1533	590.01	20	2370.2	9983.48	20	190	160	450.01
R1534	590.01	70	2320.19	9563.2	20	120	200	430.01
R1535	540.01	20	2370.2	10083.55	20	110	230	350
R1536	620.01	10	2500.22	9993.49	10	150	320	270
R1537	530.01	10	2500.22	9883.41	10	90	210	450.01
R1538	610.01	20	2530.22	9593.22	20	160	250	400.01
R1539	600.01	20	2570.23	9753.32	20	150	260	320
R1540	640.01	10	2590.23	9893.42	0	210	220	330
METADATA	Category	Property	Unit	Value				
T	Description			"HPLC-ICPMS in N2E3, Metals"				
T	Measurement	Values		RawValues				
C1	Experiment	Isotope		56				
C2	Experiment	Isotope		59				
C3	Experiment	Isotope		60				
C4	Experiment	Isotope		63				
C5	Experiment	Isotope		66				
C6	Experiment	Isotope		95				
C7	Experiment	Isotope		98				
C8	Experiment	Isotope		182				
C1	Measurement	Substance		Iron				
C2	Measurement	Substance		Cobalt				
C3	Measurement	Substance		Nickel				
C4	Measurement	Substance		Copper				
C5	Measurement	Substance		Zinc				
C6	Measurement	Substance		Molybdenum				
C7	Measurement	Substance		Molybdenum				
C8	Measurement	Substance		Tungsten				
T	Experiment	Date		3/20/2014				
T	Experiment	Time		2:56:05 PM				
R1	TimeSeries	Time	seconds	0.828				
R2	TimeSeries	Time	seconds	1.646				
R3	TimeSeries	Time	seconds	2.464				
R4	TimeSeries	Time	seconds	3.282				
R5	TimeSeries	Time	seconds	4.1				
R6	TimeSeries	Time	seconds	4.918				
R7	TimeSeries	Time	seconds	5.736				
R8	TimeSeries	Time	seconds	6.554				
R9	TimeSeries	Time	seconds	7.372				
R10	TimeSeries	Time	seconds	8.19				
R11	TimeSeries	Time	seconds	9.008				
R12	TimeSeries	Time	seconds	9.826				
R13	TimeSeries	Time	seconds	10.644				
R14	TimeSeries	Time	seconds	11.462				
R15	TimeSeries	Time	seconds	12.28				
R16	TimeSeries	Time	seconds	13.098				
R17	TimeSeries	Time	seconds	13.917				
R18	TimeSeries	Time	seconds	14.735				
R19	TimeSeries	Time	seconds	15.553				
R20	TimeSeries	Time	seconds	16.371				
R21	TimeSeries	Time	seconds	17.189				
R22	TimeSeries	Time	seconds	18.007				
R23	TimeSeries	Time	seconds	18.825				
R24	TimeSeries	Time	seconds	19.643				
R25	TimeSeries	Time	seconds	20.461				
R26	TimeSeries	Time	seconds	21.279				
R27	TimeSeries	Time	seconds	22.097				
R28	TimeSeries	Time	seconds	22.915				
R29	TimeSeries	Time	seconds	23.733				
R30	TimeSeries	Time	seconds	24.551				
R31	TimeSeries	Time	seconds	25.369				
R32	TimeSeries	Time	seconds	26.187				
R33	TimeSeries	Time	seconds	27.005				
R34	TimeSeries	Time	seconds	27.823				
R35	TimeSeries	Time	seconds	28.641				
R36	TimeSeries	Time	seconds	29.459				
R37	TimeSeries	Time	seconds	30.277				
R38	TimeSeries	Time	seconds	31.095				
R39	TimeSeries	Time	seconds	31.913				
R40	TimeSeries	Time	seconds	32.731				
R41	TimeSeries	Time	seconds	33.549				
R42	TimeSeries	Time	seconds	34.367				
R43	TimeSeries	Time	seconds	35.185				
R44	TimeSeries	Time	seconds	36.003				
R45	TimeSeries	Time	seconds	36.821				
R46	TimeSeries	Time	seconds	37.639				
R47	TimeSeries	Time	seconds	38.457				
R48	TimeSeries	Time	seconds	39.274				
R49	TimeSeries	Time	seconds	40.093				
R50	TimeSeries	Time	seconds	40.911				
R51	TimeSeries	Time	seconds	41.729				
R52	TimeSeries	Time	seconds	42.547				
R53	TimeSeries	Time	seconds	43.365				
R54	TimeSeries	Time	seconds	44.183				
R55	TimeSeries	Time	seconds	45.001				
R56	TimeSeries	Time	seconds	45.819				
R57	TimeSeries	Time	seconds	46.637				
R58	TimeSeries	Time	seconds	47.455				
R59	TimeSeries	Time	seconds	48.273				
R60	TimeSeries	Time	seconds	49.091				
R61	TimeSeries	Time	seconds	49.909				
R62	TimeSeries	Time	seconds	50.727				
R63	TimeSeries	Time	seconds	51.545				
R64	TimeSeries	Time	seconds	52.364				
R65	TimeSeries	Time	seconds	53.182				
R66	TimeSeries	Time	seconds	54				
R67	TimeSeries	Time	seconds	54.818				
R68	TimeSeries	Time	seconds	55.636				
R69	TimeSeries	Time	seconds	56.454				
R70	TimeSeries	Time	seconds	57.272				
R71	TimeSeries	Time	seconds	58.09				
R72	TimeSeries	Time	seconds	58.908				
R73	TimeSeries	Time	seconds	59.726				
R74	TimeSeries	Time	seconds	60.544				
R75	TimeSeries	Time	seconds	61.362				
R76	TimeSeries	Time	seconds	62.18				
R77	TimeSeries	Time	seconds	62.998				
R78	TimeSeries	Time	seconds	63.816				
R79	TimeSeries	Time	seconds	64.634				
R80	TimeSeries	Time	seconds	65.452				
R81	TimeSeries	Time	seconds	66.27				
R82	TimeSeries	Time	seconds	67.088				
R83	TimeSeries	Time	seconds	67.906				
R84	TimeSeries	Time	seconds	68.724				
R85	TimeSeries	Time	seconds	69.542				
R86	TimeSeries	Time	seconds	70.36				
R87	TimeSeries	Time	seconds	71.178				
R88	TimeSeries	Time	seconds	71.996				
R89	TimeSeries	Time	seconds	72.814				
R90	TimeSeries	Time	seconds	73.632				
R91	TimeSeries	Time	seconds	74.45				
R92	TimeSeries	Time	seconds	75.268				
R93	TimeSeries	Time	seconds	76.086				
R94	TimeSeries	Time	seconds	76.904				
R95	TimeSeries	Time	seconds	77.722				
R96	TimeSeries	Time	seconds	78.54				
R97	TimeSeries	Time	seconds	79.358				
R98	TimeSeries	Time	seconds	80.176				
R99	TimeSeries	Time	seconds	80.994				
R100	TimeSeries	Time	seconds	81.812				
R101	TimeSeries	Time	seconds	82.63				
R102	TimeSeries	Time	seconds	83.448				
R103	TimeSeries	Time	seconds	84.266				
R104	TimeSeries	Time	seconds	85.084				
R105	TimeSeries	Time	seconds	85.902				
R106	TimeSeries	Time	seconds	86.72				
R107	TimeSeries	Time	seconds	87.538				
R108	TimeSeries	Time	seconds	88.356				
R109	TimeSeries	Time	seconds	89.174				
R110	TimeSeries	Time	seconds	89.992				
R111	TimeSeries	Time	seconds	90.811				
R112	TimeSeries	Time	seconds	91.629				
R113	TimeSeries	Time	seconds	92.447				
R114	TimeSeries	Time	seconds	93.265				
R115	TimeSeries	Time	seconds	94.083				
R116	TimeSeries	Time	seconds	94.901				
R117	TimeSeries	Time	seconds	95.719				
R118	TimeSeries	Time	seconds	96.537				
R119	TimeSeries	Time	seconds	97.355				
R120	TimeSeries	Time	seconds	98.173				
R121	TimeSeries	Time	seconds	98.991				
R122	TimeSeries	Time	seconds	99.809				
R123	TimeSeries	Time	seconds	100.627				
R124	TimeSeries	Time	seconds	101.445				
R125	TimeSeries	Time	seconds	102.263				
R126	TimeSeries	Time	seconds	103.081				
R127	TimeSeries	Time	seconds	103.899				
R128	TimeSeries	Time	seconds	104.717				
R129	TimeSeries	Time	seconds	105.535				
R130	TimeSeries	Time	seconds	106.353				
R131	TimeSeries	Time	seconds	107.171				
R132	TimeSeries	Time	seconds	107.989				
R133	TimeSeries	Time	seconds	108.807				
R134	TimeSeries	Time	seconds	109.625				
R135	TimeSeries	Time	seconds	110.442				
R136	TimeSeries	Time	seconds	111.261				
R137	TimeSeries	Time	seconds	112.079				
R138	TimeSeries	Time	seconds	112.897				
R139	TimeSeries	Time	seconds	113.715				
R140	TimeSeries	Time	seconds	114.533				
R141	TimeSeries	Time	seconds	115.351				
R142	TimeSeries	Time	seconds	116.169				
R143	TimeSeries	Time	seconds	116.987				
R144	TimeSeries	Time	seconds	117.805				
R145	TimeSeries	Time	seconds	118.623				
R146	TimeSeries	Time	seconds	119.441				
R147	TimeSeries	Time	seconds	120.259				
R148	TimeSeries	Time	seconds	121.077				
R149	TimeSeries	Time	seconds	121.895				
R150	TimeSeries	Time	seconds	122.713				
R151	TimeSeries	Time	seconds	123.531				
R152	TimeSeries	Time	seconds	124.349				
R153	TimeSeries	Time	seconds	125.167				
R154	TimeSeries	Time	seconds	125.985				
R155	TimeSeries	Time	seconds	126.803				
R156	TimeSeries	Time	seconds	127.621				
R157	TimeSeries	Time	seconds	128.439				
R158	TimeSeries	Time	seconds	129.258				
R159	TimeSeries	Time	seconds	130.076				
R160	TimeSeries	Time	seconds	130.894				
R161	TimeSeries	Time	seconds	131.712				
R162	TimeSeries	Time	seconds	132.53				
R163	TimeSeries	Time	seconds	133.348				
R164	TimeSeries	Time	seconds	134.165				
R165	TimeSeries	Time	seconds	134.984				
R166	TimeSeries	Time	seconds	135.802				
R167	TimeSeries	Time	seconds	136.62				
R168	TimeSeries	Time	seconds	137.438				
R169	TimeSeries	Time	seconds	138.256				
R170	TimeSeries	Time	seconds	139.074				
R171	TimeSeries	Time	seconds	139.892				
R172	TimeSeries	Time	seconds	140.71				
R173	TimeSeries	Time	seconds	141.528				
R174	TimeSeries	Time	seconds	142.346				
R175	TimeSeries	Time	seconds	143.164				
R176	TimeSeries	Time	seconds	143.982				
R177	TimeSeries	Time	seconds	144.8				
R178	TimeSeries	Time	seconds	145.618				
R179	TimeSeries	Time	seconds	146.436				
R180	TimeSeries	Time	seconds	147.254				
R181	TimeSeries	Time	seconds	148.072				
R182	TimeSeries	Time	seconds	148.89				
R183	TimeSeries	Time	seconds	149.708				
R184	TimeSeries	Time	seconds	150.526				
R185	TimeSeries	Time	seconds	151.344				
R186	TimeSeries	Time	seconds	152.162				
R187	TimeSeries	Time	seconds	152.98				
R188	TimeSeries	Time	seconds	153.798				
R189	TimeSeries	Time	seconds	154.616				
R190	TimeSeries	Time	seconds	155.434				
R191	TimeSeries	Time	seconds	156.252				
R192	TimeSeries	Time	seconds	157.07				
R193	TimeSeries	Time	seconds	157.888				
R194	TimeSeries	Time	seconds	158.706				
R195	TimeSeries	Time	seconds	159.524				
R196	TimeSeries	Time	seconds	160.342				
R197	TimeSeries	Time	seconds	161.16				
R198	TimeSeries	Time	seconds	161.978				
R199	TimeSeries	Time	seconds	162.796				
R200	TimeSeries	Time	seconds	163.614				
R201	TimeSeries	Time	seconds	164.432				
R202	TimeSeries	Time	seconds	165.25				
R203	TimeSeries	Time	seconds	166.068				
R204	TimeSeries	Time	seconds	166.886				
R205	TimeSeries	Time	seconds	167.705				
R206	TimeSeries	Time	seconds	168.523				
R207	TimeSeries	Time	seconds	169.341				
R208	TimeSeries	Time	seconds	170.159				
R209	TimeSeries	Time	seconds	170.977				
R210	TimeSeries	Time	seconds	171.795				
R211	TimeSeries	Time	seconds	172.613				
R212	TimeSeries	Time	seconds	173.431				
R213	TimeSeries	Time	seconds	174.249				
R214	TimeSeries	Time	seconds	175.067				
R215	TimeSeries	Time	seconds	175.885				
R216	TimeSeries	Time	seconds	176.703				
R217	TimeSeries	Time	seconds	177.521				
R218	TimeSeries	Time	seconds	178.339				
R219	TimeSeries	Time	seconds	179.157				
R220	TimeSeries	Time	seconds	179.975				
R221	TimeSeries	Time	seconds	180.793				
R222	TimeSeries	Time	seconds	181.611				
R223	TimeSeries	Time	seconds	182.429				
R224	TimeSeries	Time	seconds	183.247				
R225	TimeSeries	Time	seconds	184.065				
R226	TimeSeries	Time	seconds	184.883				
R227	TimeSeries	Time	seconds	185.701				
R228	TimeSeries	Time	seconds	186.519				
R229	TimeSeries	Time	seconds	187.337				
R230	TimeSeries	Time	seconds	188.155				
R231	TimeSeries	Time	seconds	188.973				
R232	TimeSeries	Time	seconds	189.791				
R233	TimeSeries	Time	seconds	190.609				
R234	TimeSeries	Time	seconds	191.427				
R235	TimeSeries	Time	seconds	192.245				
R236	TimeSeries	Time	seconds	193.063				
R237	TimeSeries	Time	seconds	193.881				
R238	TimeSeries	Time	seconds	194.699				
R239	TimeSeries	Time	seconds	195.517				
R240	TimeSeries	Time	seconds	196.335				
R241	TimeSeries	Time	seconds	197.153				
R242	TimeSeries	Time	seconds	197.971				
R243	TimeSeries	Time	seconds	198.789				
R244	TimeSeries	Time	seconds	199.607				
R245	TimeSeries	Time	seconds	200.425				
R246	TimeSeries	Time	seconds	201.243				
R247	TimeSeries	Time	seconds	202.061				
R248	TimeSeries	Time	seconds	202.879				
R249	TimeSeries	Time	seconds	203.697				
R250	TimeSeries	Time	seconds	204.515				
R251	TimeSeries	Time	seconds	205.333				
R252	TimeSeries	Time	seconds	206.152				
R253	TimeSeries	Time	seconds	206.97				
R254	TimeSeries	Time	seconds	207.788				
R255	TimeSeries	Time	seconds	208.606				
R256	TimeSeries	Time	seconds	209.424				
R257	TimeSeries	Time	seconds	210.242				
R258	TimeSeries	Time	seconds	211.06				
R259	TimeSeries	Time	seconds	211.878				
R260	TimeSeries	Time	seconds	212.696				
R261	TimeSeries	Time	seconds	213.514				
R262	TimeSeries	Time	seconds	214.332				
R263	TimeSeries	Time	seconds	215.15				
R264	TimeSeries	Time	seconds	215.968				
R265	TimeSeries	Time	seconds	216.786				
R266	TimeSeries	Time	seconds	217.604				
R267	TimeSeries	Time	seconds	218.422				
R268	TimeSeries	Time	seconds	219.24				
R269	TimeSeries	Time	seconds	220.058				
R270	TimeSeries	Time	seconds	220.876				
R271	TimeSeries	Time	seconds	221.694				
R272	TimeSeries	Time	seconds	222.512				
R273	TimeSeries	Time	seconds	223.33				
R274	TimeSeries	Time	seconds	224.148				
R275	TimeSeries	Time	seconds	224.966				
R276	TimeSeries	Time	seconds	225.784				
R277	TimeSeries	Time	seconds	226.602				
R278	TimeSeries	Time	seconds	227.42				
R279	TimeSeries	Time	seconds	228.238				
R280	TimeSeries	Time	seconds	229.056				
R281	TimeSeries	Time	seconds	229.874				
R282	TimeSeries	Time	seconds	230.692				
R283	TimeSeries	Time	seconds	231.51				
R284	TimeSeries	Time	seconds	232.328				
R285	TimeSeries	Time	seconds	233.146				
R286	TimeSeries	Time	seconds	233.964				
R287	TimeSeries	Time	seconds	234.782				
R288	TimeSeries	Time	seconds	235.6				
R289	TimeSeries	Time	seconds	236.418				
R290	TimeSeries	Time	seconds	237.236				
R291	TimeSeries	Time	seconds	238.054				
R292	TimeSeries	Time	seconds	238.872				
R293	TimeSeries	Time	seconds	239.69				
R294	TimeSeries	Time	seconds	240.508				
R295	TimeSeries	Time	seconds	241.326				
R296	TimeSeries	Time	seconds	242.144				
R297	TimeSeries	Time	seconds	242.962				
R298	TimeSeries	Time	seconds	243.78				
R299	TimeSeries	Time	seconds	244.599				
R300	TimeSeries	Time	seconds	245.417				
R301	TimeSeries	Time	seconds	246.235				
R302	TimeSeries	Time	seconds	247.053				
R303	TimeSeries	Time	seconds	247.871				
R304	TimeSeries	Time	seconds	248.689				
R305	TimeSeries	Time	seconds	249.507				
R306	TimeSeries	Time	seconds	250.325				
R307	TimeSeries	Time	seconds	251.143				
R308	TimeSeries	Time	seconds	251.961				
R309	TimeSeries	Time	seconds	252.779				
R310	TimeSeries	Time	seconds	253.597				
R311	TimeSeries	Time	seconds	254.415				
R312	TimeSeries	Time	seconds	255.233				
R313	TimeSeries	Time	seconds	256.051				
R314	TimeSeries	Time	seconds	256.869				
R315	TimeSeries	Time	seconds	257.687				
R316	TimeSeries	Time	seconds	258.505				
R317	TimeSeries	Time	seconds	259.323				
R318	TimeSeries	Time	seconds	260.141				
R319	TimeSeries	Time	seconds	260.959				
R320	TimeSeries	Time	seconds	261.777				
R321	TimeSeries	Time	seconds	262.595				
R322	TimeSeries	Time	seconds	263.413				
R323	TimeSeries	Time	seconds	264.231				
R324	TimeSeries	Time	seconds	265.049				
R325	TimeSeries	Time	seconds	265.867				
R326	TimeSeries	Time	seconds	266.685				
R327	TimeSeries	Time	seconds	267.503				
R328	TimeSeries	Time	seconds	268.321				
R329	TimeSeries	Time	seconds	269.139				
R330	TimeSeries	Time	seconds	269.957				
R331	TimeSeries	Time	seconds	270.775				
R332	TimeSeries	Time	seconds	271.593				
R333	TimeSeries	Time	seconds	272.411				
R334	TimeSeries	Time	seconds	273.229				
R335	TimeSeries	Time	seconds	274.047				
R336	TimeSeries	Time	seconds	274.865				
R337	TimeSeries	Time	seconds	275.683				
R338	TimeSeries	Time	seconds	276.501				
R339	TimeSeries	Time	seconds	277.319				
R340	TimeSeries	Time	seconds	278.137				
R341	TimeSeries	Time	seconds	278.955				
R342	TimeSeries	Time	seconds	279.773				
R343	TimeSeries	Time	seconds	280.591				
R344	TimeSeries	Time	seconds	281.409				
R345	TimeSeries	Time	seconds	282.227				
R346	TimeSeries	Time	seconds	283.046				
R347	TimeSeries	Time	seconds	283.864				
R348	TimeSeries	Time	seconds	284.682				
